分类一	分类二	分类三	分类四	词类名	同义词
天气词类	集合词#	时区类*	东6区		吉大
天气词类	集合词#	时区类*	东6区		孟加拉
天气词类	集合词#	时区类*	东6区		孟加拉国
针对性同义词*	重点词*	手机型号		荣耀畅玩5加	
针对性同义词*	重点词*	手机型号			荣耀畅玩5加
针对性同义词*	重点词*	手机型号			畅玩5+
针对性同义词*	重点词*	手机型号			荣耀畅玩5+
针对性同义词*	非重点词	名词%n		核桃	
针对性同义词*	非重点词	名词%n			核桃
针对性同义词*	重点词*	手机型号		麦芒b199	
针对性同义词*	重点词*	手机型号			b199
针对性同义词*	重点词*	手机型号			huaweib199
针对性同义词*	重点词*	手机型号			麦芒2
针对性同义词*	重点词*	手机型号			g750c00
针对性同义词*	重点词*	手机型号			huawei g750-c00
针对性同义词*	重点词*	手机型号			麦芒b199
针对性同义词*	重点词*	手机型号			华为麦芒b199
针对性同义词*	重点词*	手机型号			g750-c00
降低权重*-9				有	
降低权重*-9					还有
降低权重*-9					输入
降低权重*-9					有的
天气词类	集合词#	时区类*	东1区	尼日利亚	
天气词类	集合词#	时区类*	东1区		阿布贾
天气词类	集合词#	时区类*	东1区		尼日利亚
针对性同义词*	重点词*	其他重点词*		无线lan适配器	
针对性同义词*	重点词*	其他重点词*			usb无线网卡
针对性同义词*	重点词*	其他重点词*			网络适配器
针对性同义词*	重点词*	其他重点词*			无线网卡
针对性同义词*	重点词*	其他重点词*			lan适配器
针对性同义词*	重点词*	其他重点词*			无线适配器
针对性同义词*	重点词*	其他重点词*			无线网络适配器
针对性同义词*	重点词*	其他重点词*			无线lan适配器
通用同义词	常用词	名词%n		直升机	
通用同义词	常用词	名词%n			直升飞机
通用同义词	常用词	名词%n			直升机
通用同义词	常用词	其他		彩票	
通用同义词	常用词	其他			彩票
针对性同义词*	非重点词	名词%n		米键	
针对性同义词*	非重点词	名词%n			米键
天气词类	集合词#	时区类*	西7区	墨西哥西部地区	
天气词类	集合词#	时区类*	西7区		库利亚坎
天气词类	集合词#	时区类*	西7区		墨西哥西部
天气词类	集合词#	时区类*	西7区		马萨特兰
天气词类	集合词#	时区类*	西7区		拉巴斯
天气词类	集合词#	时区类*	西7区		瓜伊马斯
针对性同义词*	重点词*	相关名词		bt3.0hs	
针对性同义词*	重点词*	相关名词			bt3.0hs
针对性同义词*	非重点词	名词%n		90	
针对性同义词*	非重点词	名词%n			90
针对性同义词*	非重点词	名词%n			九十
针对性同义词*	重点词*	重点动词*3		三返换新	
针对性同义词*	重点词*	重点动词*3			3返换新
针对性同义词*	重点词*	重点动词*3			三返
针对性同义词*	重点词*	重点动词*3			三次返厂换新
针对性同义词*	重点词*	重点动词*3			三返换新
针对性同义词*	重点词*	重点动词*3			3次返厂换新
针对性同义词*	非重点词	其他		好热	
针对性同义词*	非重点词	其他			好热
针对性同义词*	非重点词	其他			热
通用同义词	常用词	名词%n		流水	
通用同义词	常用词	名词%n			流畅
通用同义词	常用词	名词%n			流水
针对性同义词*	重点词*	其他重点词*		高速摄像	
针对性同义词*	重点词*	其他重点词*			高速摄影
针对性同义词*	重点词*	其他重点词*			高速摄像
活动相关词类				99	
活动相关词类					99
活动相关词类					99元
针对性同义词*	重点词*	其他重点词*		电源板	
针对性同义词*	重点词*	其他重点词*			电源板
通用同义词	常用词	其他		蓝灯	
通用同义词	常用词	其他			蓝灯
通用同义词	常用词	其他		号簿	
通用同义词	常用词	其他			号簿
天气词类	集合词#	时区类*	标准0区	加那利群岛	
天气词类	集合词#	时区类*	标准0区		加那利群岛
针对性同义词*	重点词*	相关名词		蜻蜓	
针对性同义词*	重点词*	相关名词			蜻蜓
通用同义词	常用词	数量		10gb	
通用同义词	常用词	数量			10g
通用同义词	常用词	数量			10gb
通用同义词	集合词#	集合		车型集合	
通用同义词	集合词#	集合			宝骏560
针对性同义词*	非重点词	其他		8g	
针对性同义词*	非重点词	其他			8gb
针对性同义词*	非重点词	其他			8g
针对性同义词*	重点词*	其他重点词*		屏蔽罩	
针对性同义词*	重点词*	其他重点词*			屏蔽罩
针对性同义词*	重点词*	家庭&mbb产品型号		荣耀平板2	
针对性同义词*	重点词*	家庭&mbb产品型号			荣耀平板2
针对性同义词*	非重点词	形容词		有货	
针对性同义词*	非重点词	形容词			缺货
针对性同义词*	非重点词	形容词			有货
针对性同义词*	非重点词	形容词			才有货
针对性同义词*	非重点词	形容词			停售
针对性同义词*	非重点词	形容词			还有货
天气词类	集合词#	时区类*	西1区	亚速尔群岛	
天气词类	集合词#	时区类*	西1区		亚速尔群岛
天气词类	集合词#	集合类词		日期相关	
天气词类	集合词#	集合类词			星期六
天气词类	集合词#	集合类词			未来三天
天气词类	集合词#	集合类词			星期日
天气词类	集合词#	集合类词			昨天
天气词类	集合词#	集合类词			明
天气词类	集合词#	集合类词			周六
天气词类	集合词#	集合类词			目前
天气词类	集合词#	集合类词			周一
天气词类	集合词#	集合类词			早晨
天气词类	集合词#	集合类词			下午
天气词类	集合词#	集合类词			今天
天气词类	集合词#	集合类词			未来一天
天气词类	集合词#	集合类词			半夜
天气词类	集合词#	集合类词			大后天
天气词类	集合词#	集合类词			后日
天气词类	集合词#	集合类词			未来四天
天气词类	集合词#	集合类词			星期二
天气词类	集合词#	集合类词			解决
天气词类	集合词#	集合类词			未来五天
天气词类	集合词#	集合类词			星期三
天气词类	集合词#	集合类词			周五
天气词类	集合词#	集合类词			晚到夜间
天气词类	集合词#	集合类词			过两天
天气词类	集合词#	集合类词			外后天
天气词类	集合词#	集合类词			周三
天气词类	集合词#	集合类词			am
天气词类	集合词#	集合类词			星期一
天气词类	集合词#	集合类词			周二
天气词类	集合词#	集合类词			新
天气词类	集合词#	集合类词			中午
天气词类	集合词#	集合类词			未来两天
天气词类	集合词#	集合类词			下周
天气词类	集合词#	集合类词			本日
天气词类	集合词#	集合类词			夜晚
天气词类	集合词#	集合类词			日期相关
天气词类	集合词#	集合类词			星期五
天气词类	集合词#	集合类词			夜里
天气词类	集合词#	集合类词			这两天
天气词类	集合词#	集合类词			白天
天气词类	集合词#	集合类词			这几天
天气词类	集合词#	集合类词			星期天
天气词类	集合词#	集合类词			深夜
天气词类	集合词#	集合类词			周末
天气词类	集合词#	集合类词			午后
天气词类	集合词#	集合类词			早上
天气词类	集合词#	集合类词			后天
天气词类	集合词#	集合类词			当前
天气词类	集合词#	集合类词			明天
天气词类	集合词#	集合类词			未来一两天
天气词类	集合词#	集合类词			最近
天气词类	集合词#	集合类词			一周
天气词类	集合词#	集合类词			所在
天气词类	集合词#	集合类词			傍晚
天气词类	集合词#	集合类词			未来三四天
天气词类	集合词#	集合类词			次日
天气词类	集合词#	集合类词			天数
天气词类	集合词#	集合类词			@时间
天气词类	集合词#	集合类词			现在
天气词类	集合词#	集合类词			星期四
天气词类	集合词#	集合类词			上午
天气词类	集合词#	集合类词			周日
天气词类	集合词#	集合类词			未来几天
天气词类	集合词#	集合类词			周四
天气词类	集合词#	集合类词			当日
天气词类	集合词#	集合类词			晚上
天气词类	集合词#	集合类词			近几天
天气词类	集合词#	集合类词			pm
天气词类	集合词#	集合类词			近期
通用同义词	常用词	其他		通吃	
通用同义词	常用词	其他			通吃
通用同义词	常用词	其他		love	
通用同义词	常用词	其他			love
通用同义词				百万	
通用同义词					百万
通用同义词	常用词	名词%n		胡手包	
通用同义词	常用词	名词%n			胡手包
针对性同义词*	重点词*	相关名词		俏皮体	
针对性同义词*	重点词*	相关名词			俏皮体
针对性同义词*	重点词*	相关名词		钢化膜	
针对性同义词*	重点词*	相关名词			钢化膜
针对性同义词*	重点词*	相关名词			钢化模
针对性同义词*	重点词*	相关名词			刚滑膜
针对性同义词*	重点词*	相关名词			钢华膜
针对性同义词*	重点词*	相关名词			刚化模
针对性同义词*	重点词*	相关名词			钢化摸
针对性同义词*	重点词*	相关名词			钢化磨
针对性同义词*	重点词*	相关名词			钢华模
针对性同义词*	重点词*	相关名词			刚化膜
针对性同义词*	重点词*	相关名词			钢化莫
针对性同义词*	重点词*	相关名词			刚化馍
针对性同义词*	重点词*	相关名词		清晰度	
针对性同义词*	重点词*	相关名词			清晰度
第三方服务词	集合词#	快递类		quanyi	
第三方服务词	集合词#	快递类			全一
第三方服务词	集合词#	快递类			全一快递
通用同义词	常用词	名词%n		点胶	
通用同义词	常用词	名词%n			点胶
针对性同义词*	非重点词	形容词		卡不卡	
针对性同义词*	非重点词	形容词			卡不卡
针对性同义词*	非重点词	形容词			卡没卡
针对性同义词*	重点词*	相关名词		修理费	
针对性同义词*	重点词*	相关名词			维修费
针对性同义词*	重点词*	相关名词			修理费
针对性同义词*	重点词*	相关名词		9v	
针对性同义词*	重点词*	相关名词			9伏
针对性同义词*	重点词*	相关名词			9v
针对性同义词*	重点词*	相关名词		腕带	
针对性同义词*	重点词*	相关名词			腕带
针对性同义词*	重点词*	相关名词			皮带
针对性同义词*	重点词*	相关名词			表带
通用同义词	常用词	其他		欢乐	
通用同义词	常用词	其他			欢乐
通用同义词	常用词	其他			开心
通用同义词	常用词	其他			快乐
通用同义词	常用词	其他			愉快
通用同义词	常用词	名词%n		宣传片	
通用同义词	常用词	名词%n			宣传片
针对性同义词*	重点词*	相关名词		底单	
针对性同义词*	重点词*	相关名词			底单
通用同义词	常用词	其他		单通	
通用同义词	常用词	其他			单个通
通用同义词	常用词	其他			单通
针对性同义词*	非重点词	名词%n		风景	
针对性同义词*	非重点词	名词%n			风景
针对性同义词*	非重点词	名词%n			景物
针对性同义词*	非重点词	名词%n			景致
针对性同义词*	非重点词	名词%n			风光
针对性同义词*	非重点词	名词%n			风物
针对性同义词*	非重点词	名词%n			景象
针对性同义词*	非重点词	名词%n			景色
天气词类	集合词#	时区类*	东1区	马其顿	
天气词类	集合词#	时区类*	东1区		马其顿
天气词类	集合词#	时区类*	东1区		斯科普里
通用同义词	常用词	名词%n		棒球帽	
通用同义词	常用词	名词%n			棒球帽
通用同义词	常用词	数量		5ghz	
通用同义词	常用词	数量			5g
通用同义词	常用词	数量			5ghz
通用同义词	常用词	名词%n		顶配	
通用同义词	常用词	名词%n			顶配
针对性同义词*	非重点词	名词%n		oppo	
针对性同义词*	非重点词	名词%n			p0p0
针对性同义词*	非重点词	名词%n			欧珀
针对性同义词*	非重点词	名词%n			欧泡
针对性同义词*	非重点词	名词%n			0ppo
针对性同义词*	非重点词	动词%v		抵现	
针对性同义词*	非重点词	动词%v			抵扣现金
针对性同义词*	非重点词	动词%v			抵现
